screening_id,candidate_identity,known_item,title,source,year,doi,identifier,ai_term_hits,writing_term_hits,screening_decision,screening_reason,reviewer_1,reviewer_2,adjudication,exclusion_code,full_text_url,full_text_verified,screening_notes,selected_for_manual_review
S-12318,title:towards autonomous tool utilization language models unified efficient scalable framework,no,"Towards Autonomous Tool Utilization in Language Models: A Unified, Efficient and Scalable Framework",manual-import,2024,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-12484,doi:10 48550 arxiv 2204 05862,no,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,manual-import,2022,https://doi.org/10.48550/arxiv.2204.05862,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-12595,doi:10 18653 v1 2024 findings acl 706,no,A Two-Stage Adaptation of Large Language Models for Text Ranking,manual-import,2024,10.18653/v1/2024.findings-acl.706,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-12635,doi:10 18653 v1 2024 sigtyp 1 17,no,{UDP}arse @ {SIGTYP} 2024 Shared Task : Modern Language Models for Historical Languages,manual-import,2024,10.18653/v1/2024.sigtyp-1.17,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-12688,title:understanding dynamics second language writing through keystroke logging complexity contours,no,Understanding the Dynamics of Second Language Writing through Keystroke Logging and Complexity Contours,manual-import,2020,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-12782,doi:10 18653 v1 2022 in2writing 1 11,no,Unmet Creativity Support Needs in Computationally Supported Creative Writing,manual-import,2022,10.18653/v1/2022.in2writing-1.11,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13008,doi:10 18653 v1 2024 arabicnlp 1 23,no,On the Utility of Pretraining Language Models on Synthetic Data,manual-import,2024,10.18653/v1/2024.arabicnlp-1.23,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13028,doi:10 18653 v1 2022 semeval 1 35,no,{UU}-Tax at {S}em{E}val-2022 Task 3: Improving the generalizability of language models for taxonomy classification through data augmentation,manual-import,2022,10.18653/v1/2022.semeval-1.35,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13044,doi:10 18653 v1 2024 findings naacl 261,no,{V}i{GLUE}: A {V}ietnamese General Language Understanding Benchmark and Analysis of {V}ietnamese Language Models,manual-import,2024,10.18653/v1/2024.findings-naacl.261,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13116,doi:10 18653 v1 2024 hucllm 1 5,no,Vision-Language Models under Cultural and Inclusive Considerations,manual-import,2024,10.18653/v1/2024.hucllm-1.5,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13259,doi:10 18653 v1 2020 emnlp main 555,no,What Do Position Embeddings Learn? An Empirical Study of Pre-Trained Language Model Positional Encoding,manual-import,2020,10.18653/v1/2020.emnlp-main.555,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13289,doi:10 18653 v1 2023 acl long 128,no,What Makes Pre-trained Language Models Better Zero-shot Learners?,manual-import,2023,10.18653/v1/2023.acl-long.128,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13319,doi:10 18653 v1 2026 findings eacl 347,no,When Do Language Models Endorse Limitations on Human Rights Principles?,manual-import,2026,10.18653/v1/2026.findings-eacl.347,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13345,doi:10 18653 v1 2024 emnlp main 8,no,When {LLM}s Meets Acoustic Landmarks: An Efficient Approach to Integrate Speech into Large Language Models for Depression Detection,manual-import,2024,10.18653/v1/2024.emnlp-main.8,,3,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13608,doi:10 18653 v1 2023 eval4nlp 1 5,no,Zero-shot Probing of Pretrained Language Models for Geography Knowledge,manual-import,2023,10.18653/v1/2023.eval4nlp-1.5,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-13616,title:zhouyijiang1 at s em e val 2025 task 11 multi tag detection method based pre training language models,no,zhouyijiang1 at {S}em{E}val-2025 Task 11: A Multi-tag Detection Method based on Pre-training Language Models,manual-import,2025,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
