screening_id,candidate_identity,known_item,title,source,year,doi,identifier,ai_term_hits,writing_term_hits,screening_decision,screening_reason,reviewer_1,reviewer_2,adjudication,exclusion_code,full_text_url,full_text_verified,screening_notes,selected_for_manual_review
S-5128,title:from entropy generalizability strengthening automated essay scoring reliability sustainability,no,From Entropy to Generalizability: Strengthening Automated Essay Scoring Reliability and Sustainability,manual-import,2025,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5129,doi:10 18653 v1 2025 naacl long 531,no,From Evidence to Belief: A {B}ayesian Epistemology Approach to Language Models,manual-import,2025,10.18653/v1/2025.naacl-long.531,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5130,doi:10 1007 s10462 026 11580 z,no,"From extractive to generative: multi-document summarization in the era of generative AI - advances, challenges, and emerging trends",crossref,2026,10.1007/s10462-026-11580-z,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5131,title:from f re em d lem bert large corpus language model early m odern f rench,no,From {F}re{EM} to D'{A}lem{BERT}: a Large Corpus and a Language Model for Early {M}odern {F}rench,manual-import,2022,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5132,doi:10 18653 v1 2026 vardial 1 16,no,From {F}us{H}a to Folk: Exploring Cross-Lingual Transfer in {A}rabic Language Models,manual-import,2026,10.18653/v1/2026.vardial-1.16,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5133,doi:10 18653 v1 2025 ijcnlp short 16,no,From Facts to Folklore: Evaluating Large Language Models on {B}engali Cultural Knowledge,manual-import,2025,10.18653/v1/2025.ijcnlp-short.16,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5134,doi:10 18653 v1 2026 findings acl 747,no,From Fake to Real: Mitigating Out-of-Distribution Bias in In-Context Learning via Feedback Supervision from Large Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.747,,2,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5135,doi:10 18653 v1 2025 emnlp industry 104,no,From Feedback to Checklists: Grounded Evaluation of {AI}-Generated Clinical Notes,manual-import,2025,10.18653/v1/2025.emnlp-industry.104,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5136,doi:10 1162 coli a 00529,no,From Form(s) to Meaning: Probing the Semantic Depths of Language Models Using Multisense Consistency,manual-import,2024,10.1162/coli_a_00529,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5137,doi:10 1108 k 04 2024 0894,no,From general AI to custom AI: the effects of generative conversational AI’s cognitive and emotional conversational skills on user's guidance,crossref,2024,10.1108/k-04-2024-0894,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5138,title:from generalist specialist survey large language models chemistry,no,From Generalist to Specialist: A Survey of Large Language Models for Chemistry,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5139,doi:10 18653 v1 2026 findings acl 1802,no,From Heads to Neurons: Causal Attribution and Steering in Multi-Task Vision{--}Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.1802,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5140,doi:10 18653 v1 2025 findings acl 392,no,From Imitation to Introspection: Probing Self-Consciousness in Language Models,manual-import,2025,10.18653/v1/2025.findings-acl.392,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5141,doi:10 1109 educon67543 2026 11574210,no,From Individual Prompts to Collective Intelligence: Mainstreaming Generative AI in the Classroom,crossref,2026,10.1109/educon67543.2026.11574210,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5142,doi:10 18653 v1 2026 acl long 283,no,From Insight to Action: A Novel Framework for Interpretability-Guided Data Selection in Large Language Models,manual-import,2026,10.18653/v1/2026.acl-long.283,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5143,doi:10 18653 v1 2025 findings naacl 343,no,From Intentions to Techniques: A Comprehensive Taxonomy and Challenges in Text Watermarking for Large Language Models,manual-import,2025,10.18653/v1/2025.findings-naacl.343,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5144,doi:10 18653 v1 2026 findings acl 1380,no,From Interpretability to Performance: Optimizing Retrieval Heads for Long-Context Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.1380,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5145,doi:10 18653 v1 2025 findings emnlp 751,no,From Knowledge to Treatment: Large Language Model Assisted Biomedical Concept Representation for Drug Repurposing,manual-import,2025,10.18653/v1/2025.findings-emnlp.751,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5146,doi:10 18653 v1 2024 naacl long 130,no,From Language Modeling to Instruction Following: Understanding the Behavior Shift in {LLM}s after Instruction Tuning,manual-import,2024,10.18653/v1/2024.naacl-long.130,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5147,doi:10 18653 v1 2024 emnlp main 385,no,From Local Concepts to Universals: Evaluating the Multicultural Understanding of Vision-Language Models,manual-import,2024,10.18653/v1/2024.emnlp-main.385,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5148,doi:10 18653 v1 2026 acl long 1653,no,From Local to Global: Revisiting Structured Pruning Paradigms for Large Language Models,manual-import,2026,10.18653/v1/2026.acl-long.1653,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5149,doi:10 18653 v1 2026 americasnlp 6 20,no,From Machine Translation to Image Captioning: Training Vision-Language Models for Indigenous Languages of the {A}mericas,manual-import,2026,10.18653/v1/2026.americasnlp-6.20,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5150,doi:10 18653 v1 2021 naacl main 197,no,From Masked Language Modeling to Translation: Non-{E}nglish Auxiliary Tasks Improve Zero-shot Spoken Language Understanding,manual-import,2021,10.18653/v1/2021.naacl-main.197,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5151,doi:10 18653 v1 2025 gebnlp 1 26,no,From Measurement to Mitigation: Exploring the Transferability of Debiasing Approaches to Gender Bias in {M}altese Language Models,manual-import,2025,10.18653/v1/2025.gebnlp-1.26,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5152,doi:10 18653 v1 2022 findings emnlp 477,no,From Mimicking to Integrating: Knowledge Integration for Pre-Trained Language Models,manual-import,2022,10.18653/v1/2022.findings-emnlp.477,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5153,title:from miscue evidence difficulty analysis automatically detected miscues oral reading feedback potential,no,From Miscue to Evidence of Difficulty: Analysis of Automatically Detected Miscues in Oral Reading for Feedback Potential,manual-import,2024,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5154,doi:10 18653 v1 2024 findings acl 126,no,From Model-centered to Human-Centered: Revision Distance as a Metric for Text Evaluation in {LLM}s-based Applications,manual-import,2024,10.18653/v1/2024.findings-acl.126,,1,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5155,doi:10 18653 v1 2024 acl long 390,no,From Moments to Milestones: Incremental Timeline Summarization Leveraging Large Language Models,manual-import,2024,10.18653/v1/2024.acl-long.390,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5156,doi:10 18653 v1 2025 findings ijcnlp 60,no,From Monolingual to Bilingual: Investigating Language Conditioning in Large Language Models for Psycholinguistic Tasks,manual-import,2025,10.18653/v1/2025.findings-ijcnlp.60,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5157,title:from multi modal pre training multi modal large language models overview architectures training,no,"从多模态预训练到多模态大模型:架构、训练、评测、趋势概览(From Multi-Modal Pre-Training to Multi-Modal Large Language Models: An Overview of Architectures, Training,)",manual-import,2024,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5158,doi:10 18653 v1 2025 findings emnlp 1003,no,From n-gram to Attention: How Model Architectures Learn and Propagate Bias in Language Modeling,manual-import,2025,10.18653/v1/2025.findings-emnlp.1003,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5159,doi:10 18653 v1 2025 acl long 1406,no,From Neurons to Semantics: Evaluating Cross-Linguistic Alignment Capabilities of Large Language Models via Neurons Alignment,manual-import,2025,10.18653/v1/2025.acl-long.1406,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5160,doi:10 18653 v1 2026 findings eacl 258,no,From Numbers to Narratives: Efficient Language Model-Based Detection for Safety-Critical Minority Classes,manual-import,2026,10.18653/v1/2026.findings-eacl.258,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5161,doi:10 18653 v1 2024 findings acl 893,no,From One to Many: Expanding the Scope of Toxicity Mitigation in Language Models,manual-import,2024,10.18653/v1/2024.findings-acl.893,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5162,title:from outliers topics language models anticipating trends news corpora,no,From Outliers to Topics in Language Models: Anticipating Trends in News Corpora,manual-import,2025,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5163,doi:10 18653 v1 2026 healing 1 16,no,From Pain to Praise: Aspect-Based Sentiment Analysis for {N}orwegian Patient Feedback,manual-import,2026,10.18653/v1/2026.healing-1.16,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5164,doi:10 18653 v1 2026 findings acl 2064,no,From Passive Metric to Active Signal: The Evolving Role of Uncertainty Quantification in Large Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.2064,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5165,doi:10 18653 v1 2025 findings acl 1295,no,From Perception to Reasoning: Enhancing Vision-Language Models for Mobile {UI} Understanding,manual-import,2025,10.18653/v1/2025.findings-acl.1295,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5166,title:from performance process temporal information dynamics language model fine tuning,no,From Performance to Process: Temporal Information Dynamics in Language Model Fine-tuning,manual-import,2025,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5167,doi:10 18653 v1 2026 acl industry 104,no,From Pixels to Policies: Reinforcing Spatial Reasoning in Language Models for Content-Aware Layout Design,manual-import,2026,10.18653/v1/2026.acl-industry.104,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5168,title:from prejudice parity new approach debiasing large language model word embeddings,no,From Prejudice to Parity: A New Approach to Debiasing Large Language Model Word Embeddings,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5169,doi:10 18653 v1 2023 acl long 656,no,From Pretraining Data to Language Models to Downstream Tasks: Tracking the Trails of Political Biases Leading to Unfair {NLP} Models,manual-import,2023,10.18653/v1/2023.acl-long.656,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5170,doi:10 18653 v1 2026 acl long 1951,no,From Proof to Program: Characterizing Tool-Induced Reasoning Hallucinations in Large Language Models,manual-import,2026,10.18653/v1/2026.acl-long.1951,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5171,doi:10 1186 s40468 025 00389 2,no,From red ink to algorithms: investigating the use of large language models in academic writing feedback,crossref,2025,10.1186/s40468-025-00389-2,,6,6,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5172,doi:10 18653 v1 2023 findings emnlp 422,no,From Relevance to Utility: Evidence Retrieval with Feedback for Fact Verification,manual-import,2023,10.18653/v1/2023.findings-emnlp.422,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5173,doi:10 1080 17501229 2026 2687097,no,‘From resistance to expressive drive’: how a domain-specific LLM enhances L2 writing outcomes through guided feedback,crossref,2026,10.1080/17501229.2026.2687097,,1,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5174,doi:10 18653 v1 2022 nlp4convai 1 7,no,From Rewriting to Remembering: Common Ground for Conversational {QA} Models,manual-import,2022,10.18653/v1/2022.nlp4convai-1.7,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5175,doi:10 1162 tacl a 00739,no,From Robustness to Improved Generalization and Calibration in Pre-trained Language Models,manual-import,2025,10.1162/tacl_a_00739,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5176,doi:10 18653 v1 2026 evaleval 1 15,no,From Rubrics to Recipe: Principle-Centric Benchmark for Evaluating Large Language Models,manual-import,2026,10.18653/v1/2026.evaleval-1.15,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5177,doi:10 18653 v1 2026 findings acl 1913,no,From Scaffolding to Assimilation: Progressive Structural Internalization for Format-Constrained Creative Text Generation,manual-import,2026,10.18653/v1/2026.findings-acl.1913,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5178,doi:10 2139 ssrn 5213040,no,From Sentence-Corrections to Deeper Dialogue: Qualitative Insights from Llm and Teacher Feedback on Student Writing,crossref,2025,10.2139/ssrn.5213040,,1,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5179,doi:10 18653 v1 2026 eacl srw 71,no,From Sentences to Proof Trees: Leveraging Language Models for Structured Reasoning,manual-import,2026,10.18653/v1/2026.eacl-srw.71,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5180,doi:10 63317 42tupej9pkt5,no,From Sentiment to Valence in Metaphor: a Comparison of {BERT}-based Sentiment and Prompted Large Language Models,manual-import,2026,10.63317/42tupej9pkt5,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5181,doi:10 63317 5bjdtya4ui69,no,From Slides to Chatbots: Enhancing Large Language Models with University Course Materials,manual-import,2026,10.63317/5bjdtya4ui69,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5182,doi:10 18653 v1 2022 naacl main 283,no,From spoken dialogue to formal summary: An utterance rewriting for dialogue summarization,manual-import,2022,10.18653/v1/2022.naacl-main.283,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5183,doi:10 18653 v1 2026 findings acl 498,no,From Static Inference to Dynamic Interaction: A Survey of Streaming Large Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.498,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5184,doi:10 18653 v1 2026 lchange 1 14,no,From sunblock to softblock: Analyzing the correlates of neology in published writing and on social media,manual-import,2026,10.18653/v1/2026.lchange-1.14,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5185,doi:10 18653 v1 2026 acl long 1737,no,From {TDMA} to {CDMA}: A Multi-bit Watermark for Diffusion Language Models,manual-import,2026,10.18653/v1/2026.acl-long.1737,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5186,doi:10 18653 v1 2025 l2m2 1 6,no,From Teacher to Student: Tracking Memorization Through Model Distillation,crossref,2025,10.18653/v1/2025.l2m2-1.6,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-5187,doi:10 18653 v1 2024 findings emnlp 299,no,From Test-Taking to Test-Making: Examining {LLM} Authoring of Commonsense Assessment Items,manual-import,2024,10.18653/v1/2024.findings-emnlp.299,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5188,title:from text source results detecting large language model generated content,no,From Text to Source: Results in Detecting Large Language Model-Generated Content,manual-import,2024,,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5189,doi:10 18653 v1 2025 acl long 509,no,From Trade-off to Synergy: A Versatile Symbiotic Watermarking Framework for Large Language Models,manual-import,2025,10.18653/v1/2025.acl-long.509,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5190,doi:10 18653 v1 2026 customnlp4u 1 3,no,From Understanding to Engagement: Personalized pharmacy Video Clips via Vision Language Models ({VLM}s),manual-import,2026,10.18653/v1/2026.customnlp4u-1.3,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5191,doi:10 18653 v1 2025 emnlp main 1148,no,From Understanding to Generation: An Efficient Shortcut for Evaluating Language Models,manual-import,2025,10.18653/v1/2025.emnlp-main.1148,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5192,doi:10 18653 v1 2023 emnlp main 961,no,From Values to Opinions: Predicting Human Behaviors and Stances Using Value-Injected Large Language Models,manual-import,2023,10.18653/v1/2023.emnlp-main.961,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5193,doi:10 18653 v1 2026 acl long 366,no,From Word to World: Can Large Language Models be Implicit Text-based World Models?,manual-import,2026,10.18653/v1/2026.acl-long.366,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5194,doi:10 18653 v1 2026 acl long 2155,no,From Words to Pixels: A Comprehensive Survey on Large Language Models in Visual Segmentation,manual-import,2026,10.18653/v1/2026.acl-long.2155,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5195,doi:10 1596 978 1 4648 0191 4 fm,no,Front Matter,crossref,2014,10.1596/978-1-4648-0191-4_fm,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-5196,doi:10 3138 9781487582890 fm,no,Frontmatter,crossref,1956,10.3138/9781487582890-fm,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-5197,doi:10 1515 9781474473644 fm,no,Frontmatter,crossref,2019,10.1515/9781474473644-fm,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-5198,doi:10 1515 9780822384960 fm,no,Frontmatter,crossref,2020,10.1515/9780822384960-fm,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-5199,doi:10 18653 v1 2026 acl industry 77,no,{FROST}: Factual Reasoning via Optimized Stochastic Trajectories in Large Language Models during Inference,manual-import,2026,10.18653/v1/2026.acl-industry.77,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5200,doi:10 18653 v1 2021 naacl main 433,no,Frustratingly Easy Edit-based Linguistic Steganography with a Masked Language Model,manual-import,2021,10.18653/v1/2021.naacl-main.433,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5201,doi:10 18653 v1 2021 emnlp main 249,no,Frustratingly Simple Pretraining Alternatives to Masked Language Modeling,manual-import,2021,10.18653/v1/2021.emnlp-main.249,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5202,doi:10 18653 v1 2026 findings acl 903,no,{FT}ib{S}uite: A Comprehensive Resource Suite for {T}ibetan Vision{--}Language Modeling,manual-import,2026,10.18653/v1/2026.findings-acl.903,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5203,doi:10 18653 v1 2024 acl long 445,no,Full Parameter Fine-tuning for Large Language Models with Limited Resources,manual-import,2024,10.18653/v1/2024.acl-long.445,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5204,doi:10 63317 4ut7ammh7z3h,no,Fully Automated Identification of Lexical Alignment and Preference-Stage Shifts in Large Language Models,manual-import,2026,10.63317/4ut7ammh7z3h,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5205,doi:10 18653 v1 2025 findings acl 818,no,A Fully Automated Pipeline for Conversational Discourse Annotation: Tree Scheme Generation and Labeling with Large Language Models,manual-import,2025,10.18653/v1/2025.findings-acl.818,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5206,doi:10 18653 v1 2025 emnlp main 452,no,A Fully Probabilistic Perspective on Large Language Model Unlearning: Evaluation and Optimization,manual-import,2025,10.18653/v1/2025.emnlp-main.452,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5207,doi:10 18653 v1 2024 acl long 599,no,Fundamental Capabilities of Large Language Models and their Applications in Domain Scenarios: A Survey,manual-import,2024,10.18653/v1/2024.acl-long.599,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5208,doi:10 18653 v1 2026 findings acl 1653,no,Fundamental Reasoning Paradigms Induce Out-of-Domain Generalization in Language Models,manual-import,2026,10.18653/v1/2026.findings-acl.1653,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5209,doi:10 18653 v1 2024 conll 1 29,no,Further Compressing Distilled Language Models via Frequency-aware Partial Sparse Coding of Embeddings,manual-import,2024,10.18653/v1/2024.conll-1.29,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5210,doi:10 18653 v1 2025 acl long 42,no,Fusing Highly Specialized Language Models for Comprehensive Expertise,manual-import,2025,10.18653/v1/2025.acl-long.42,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5211,doi:10 18653 v1 2024 clinicalnlp 1 21,no,Fusion of Domain-Adapted Vision and Language Models for Medical Visual Question Answering,manual-import,2024,10.18653/v1/2024.clinicalnlp-1.21,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5212,doi:10 18653 v1 2026 acl srw 64,no,Fusion Training for Mathematical Generalization in Large Language Models,manual-import,2026,10.18653/v1/2026.acl-srw.64,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5213,doi:10 51838 1767 016 002 027,no,"The Future Of Academic Writing:, How AI Is Revolutionizing Citation Management",crossref,2025,10.51838/1767-016-002-027,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5214,doi:10 1007 978 3 032 02440 4 8,no,The Future of AI for Knowledge Production,crossref,2025,10.1007/978-3-032-02440-4_8,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
S-5215,doi:10 2139 ssrn 5333139,no,"The Future of Generative AI Art the Future of Generative AI Art a White Paper on the Evolution of Creativity, Technology, and Cultural Expression",crossref,2025,10.2139/ssrn.5333139,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5216,doi:10 4018 979 8 3693 1798 3 ch015,no,Future Trends in AI and Academic Research Writing,crossref,2024,10.4018/979-8-3693-1798-3.ch015,,0,3,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5217,doi:10 4324 9781003570325 7,no,Future Trends and Prospects for Scholarly Communication,crossref,2025,10.4324/9781003570325-7,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-5218,doi:10 1201 9781003738374 14,no,The Future of UX,crossref,2026,10.1201/9781003738374-14,,0,0,auto-exclude-low-relevance-but-retain,No configured AI or writing terms in title/abstract; a reviewer may overturn this exclusion.,,,,,,no,,no
